Date,Close,Adj Close,Volume,High,Low,SMA,MACD,upper_band,middle_band,lower_band,supertrend_signal,RSI,aroon_up,aroon_down,kicking,upper_band_supertrend,lower_band_supertrend
2012-09-10,23.669287,20.176664,487998000,24.403214,23.646429,23.8992095,0.0,0.0,0.0,0.0,-1,52.661600178998285,0.0,0.0,0.0,0.0,0.0
2012-09-11,23.592501,20.111206,503983200,23.932142,23.446428,23.910765714285713,0.0,0.0,0.0,0.0,-1,51.06945983099062,0.0,0.0,0.0,0.0,0.0
2012-09-12,23.92107,20.391294,712233200,23.924999,23.428572,23.913112571428574,0.0,0.0,0.0,0.0,1,57.05289289529304,0.0,0.0,0.0,0.0,0.0
2012-09-13,24.392143,20.792854,598360000,24.482143,24.098928,23.965025785714285,0.0,24.573318386303228,23.806161,23.03900361369677,0,63.873758836871964,0.0,0.0,0.0,0.0,0.0
2012-09-14,24.688572,21.045546,600474000,24.892143,24.567499,24.036607500000002,0.0,24.591724330461354,23.90426815,23.216811969538647,0,67.38412041935649,0.0,0.0,0.0,0.0,0.0
2012-09-17,24.992144,21.304329,398031200,24.992857,24.807501,24.098087071428573,0.0,24.745189153955224,23.99653605,23.247882946044776,0,70.54109695248144,0.0,0.0,0.0,0.0,0.0
2012-09-18,25.068214,21.369167,373503200,25.083214,24.872143,24.167245214285714,0.0,24.934710177023454,24.06217885,23.189647522976543,0,71.29098585343291,0.0,0.0,0.0,0.0,0.0
2012-09-19,25.075001,21.374952,326874800,25.1425,24.984644,24.240281000000003,0.0,25.071585892703435,24.144393200000003,23.21720050729657,0,71.36103241615994,0.0,0.0,0.0,0.0,0.0
2012-09-20,24.953571,21.271437,336568400,25.002144,24.772142,24.32913307142857,0.0,25.180597782413738,24.19766105,23.214724317586263,0,68.15689470097776,96.0,4.0,0.0,0.0,0.0
2012-09-21,25.003214,21.313765,571589200,25.18107,24.977142,24.41803607142857,0.0,25.27518723397448,24.26455385,23.253920466025516,0,68.7741725769577,92.0,4.0,0.0,0.0,0.0
2012-09-24,24.67107,21.03063,639766400,24.825714,24.392857,24.458393142857144,0.0,25.30266906466856,24.31378595,23.32490283533144,1,60.345430495345546,88.0,8.0,0.0,0.0,0.0
2012-09-25,24.055,20.505468,518789600,24.742144,24.035713,24.46683692857143,0.0,25.302221822918433,24.30996445,23.317707077081565,-1,48.47769879628956,84.0,4.0,0.0,0.0,0.0
2012-09-26,23.75643,20.250952,576503200,24.024643,23.614286,24.438546214285715,0.0,25.310556726784537,24.292785950000003,23.27501517321547,0,43.96504852753815,80.0,56.00000000000001,0.0,0.0,0.0
2012-09-27,24.332857,20.742325,594090000,24.363214,23.583929,24.440790999999997,0.0,25.318656073732804,24.3068038,23.294951526267198,0,53.0514986136968,76.0,52.0,0.0,0.0,0.0
2012-09-28,23.825001,20.309404,535110800,24.325357,23.8125,24.451913428571427,0.0,25.311980721047963,24.312571749999996,23.31316277895203,0,45.97754822474002,72.0,48.0,0.0,0.0,0.0
2012-10-01,23.549643,20.074677,543594800,24.169643,23.446428,24.44885214285714,0.0,25.328483273153637,24.3021253,23.275767326846363,0,42.65638517995552,68.0,100.0,0.0,0.0,0.0
2012-10-02,23.618214,20.133135,627992400,23.798214,23.237499,24.42721957142857,0.0,25.343982945932073,24.27773245,23.211481954067924,0,43.74612864094457,64.0,96.0,0.0,0.0,0.0
2012-10-03,23.980356,20.441832,424281200,23.995001,23.665358,24.397806214285712,-0.15926043156134595,25.34354097108936,24.279910899999997,23.216280828910634,0,49.23321690206536,60.0,92.0,0.0,0.0,0.0
2012-10-04,23.814285,20.300268,370725600,24.080357,23.769644,24.33535714285714,-0.1466859325654806,25.344794872914527,24.263000150000003,23.18120542708548,0,46.970579126428575,56.00000000000001,88.0,0.0,0.0,0.0
2012-10-05,23.306786,19.867657,594006000,23.785713,23.26,24.214974428571427,-0.16496119115283964,25.372129626437783,24.21326795,23.054406273562215,0,40.799788573040466,52.0,100.0,0.0,0.0,0.0
2012-10-08,22.791786,19.428656,637994000,23.127144,22.718214,24.05237242857143,-0.20171717725409793,25.465617971933405,24.1693929,22.87316782806659,0,35.677479517204176,48.0,100.0,0.0,0.0,0.0
2012-10-09,22.708929,19.358017,838597200,22.874643,22.269644,23.883367285714286,-0.22009160485675774,25.55084487981388,24.125214300000003,22.699583720186126,0,34.91791815033034,44.0,100.0,0.0,0.0,0.0
2012-10-10,22.889643,19.512066,510356000,23.035,22.75,23.73594385714286,-0.20865949108771753,25.59639586560036,24.07364295,22.55089003439964,0,38.017377377168216,40.0,96.0,0.0,0.0,0.0
2012-10-11,22.432142,19.122072,546081200,23.114286,22.432142,23.55229585714286,-0.2193983180557343,25.64865725145356,23.9756429,22.30262854854644,0,33.64845301974768,36.0,100.0,0.0,0.0,0.0
2012-10-12,22.489643,19.171085,460014800,22.692142,22.332144,23.39647964285714,-0.21010423645251108,25.623709445666925,23.865696449999998,22.10768345433307,0,34.66472079847257,32.0,96.0,0.0,0.0,0.0
2012-10-15,22.67,19.324835,432502000,22.683214,22.280357,23.297551071428575,-0.1804218740135773,25.50140183954683,23.74958925,21.99777666045317,0,37.87867794469728,28.000000000000004,92.0,0.0,0.0,0.0
2012-10-16,23.206785,19.782406,549771600,23.225,22.535713,23.258290714285714,-0.11635891039461388,25.313433975965296,23.6565178,21.999601624034703,0,46.33927342753306,24.0,88.0,0.0,0.0,0.0
2012-10-17,23.021786,19.624708,389037600,23.313929,23.0,23.164642785714285,-0.07990250159805967,25.0970266031156,23.553857049999998,22.010687496884394,0,44.1095716767431,20.0,84.0,0.0,0.0,0.0
2012-10-18,22.594286,19.260284,476624400,22.930714,22.5,23.076734571428574,-0.07795418505651808,24.891236575259118,23.435892799999998,21.980549024740878,0,39.39259656563466,16.0,80.0,0.0,0.0,0.0
2012-10-19,21.780001,18.56616,744086000,22.563213,21.772142,22.95033157142857,-0.12224304792358565,24.713909298796956,23.27473215,21.83555500120304,0,32.30598364141416,12.0,100.0,0.0,0.0,0.0
2012-10-22,22.643929,19.302607,546730800,22.692142,21.812857,22.880739785714287,-0.08581253402370487,24.484774544800093,23.1733751,21.86197565519991,0,43.847855516536754,8.0,96.0,0.0,0.0,0.0
2012-10-23,21.905714,18.673328,707145600,22.639286,21.84643,22.73255107142857,-0.10274786553638848,24.42219787903403,23.0659108,21.709623720965972,0,37.90124562008536,4.0,92.0,0.0,0.0,0.0
2012-10-24,22.029642,18.778965,558527200,22.376785,21.808571,22.605076571428572,-0.09698996171716356,24.36849325699635,22.9795714,21.590649543003654,0,39.387371068139,8.0,88.0,0.0,0.0,0.0
2012-10-25,21.769285,18.55703,656325600,22.214287,21.626785,22.49525507142857,-0.10161332766398634,24.189326715341807,22.8513928,21.513458884658192,0,37.36428765175036,4.0,100.0,0.0,0.0,0.0
2012-10-26,21.571428,18.388371,1018432800,21.928572,21.107143,22.408086642857143,-0.10828090658224826,24.108882257052898,22.73871415,21.368546042947102,0,35.856995170546625,4.0,100.0,0.0,0.0,0.0
2012-10-31,21.261429,18.124115,510003200,21.498571,20.989286,22.304693785714285,-0.12279007945024617,24.083739838273434,22.624303450000003,21.16486706172657,0,33.57187038919648,12.0,100.0,0.0,0.0,0.0
2012-11-01,21.305,18.161251,361298000,21.535713,21.220358,22.191505,-0.11860974184704287,24.000951586559893,22.50864275,21.016333913440107,0,34.20652982112951,8.0,96.0,0.0,0.0,0.0
2012-11-02,20.6,17.560282,599373600,21.319643,20.526787,22.060637714285715,-0.1504360381890203,23.891434554361236,22.33962495,20.787815345638766,0,29.324546497302492,4.0,100.0,0.0,0.0,0.0
2012-11-05,20.879286,17.798355,529135600,20.991785,20.628571,21.945612214285713,-0.14000450086916438,23.71391555634686,22.192874999999997,20.671834443653136,0,33.380855726593225,16.0,96.0,0.0,0.0,0.0
2012-11-06,20.816071,17.744473,374917200,21.097857,20.717501,21.81318871428571,-0.12517192560168566,23.61186964155007,22.06833925,20.524808858449934,0,32.92030030443581,12.0,92.0,0.0,0.0,0.0
2012-11-07,19.928572,17.065512,793648800,20.519285,19.848213,21.579030642857145,-0.16067700018026132,23.689137694186208,21.92517855,20.16121940581379,0,27.23834769978677,8.0,100.0,0.0,0.0,0.0
2012-11-08,19.205357,16.446209,1056146000,20.079643,19.1175,21.306428571428572,-0.2150210673336037,23.834570551817105,21.74999995,19.665429348182894,0,23.655343526758443,4.0,100.0,0.0,0.0,0.0
2012-11-09,19.537857,16.730934,929913600,19.817142,19.061428,21.08811221428571,-0.2104609027973694,23.80773038658314,21.58241065,19.35709091341686,0,28.323569107200726,4.0,96.0,0.0,0.0,0.0
